menu_provider_key,menu_provider_label,provider_key,fornitore,commodity,tipo_prezzo,nome_offerta,codice_offerta,data_inizio,data_fine,prezzo_calcolo,quota_fissa_calcolo,azione,motivi,url_offerta,fonte,score
"a2a","A2A Energia","a2a","A2A Energia","gas","fisso","A2A Full Gas","000294GSFML01XXA2AFullD260632228","15/06/2026_00:00:00","06/07/2026_23:59:59","0.49","135","pronta_fisso","prezzo fisso domestico leggibile","https://casa.a2aenergia.eu/a2a-full","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","105.816"
"a2a","A2A Energia","a2a","A2A Energia","gas","fisso","A2A Start Gas","000294GSFML01XXA2AStart260632226","15/06/2026_00:00:00","06/07/2026_23:59:59","0.49","114","pronta_fisso","prezzo fisso domestico leggibile","https://casa.a2aenergia.eu/a2a-start","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","105.837"
"a2a","A2A Energia","a2a","A2A Energia","luce","fisso","A2A Full Luce","000294ESFFL01XXA2AFullD260632218","15/06/2026_00:00:00","06/07/2026_23:59:59","","135","scartata","non utilizzabile direttamente","https://casa.a2aenergia.eu/a2a-full","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.865"
"a2a","A2A Energia","a2a","A2A Energia","luce","fisso","A2A Full Luce","000294ESFFL01XXA2AFullD260632227","15/06/2026_00:00:00","06/07/2026_23:59:59","","135","scartata","non utilizzabile direttamente","https://casa.a2aenergia.eu/a2a-full","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.865"
"a2a","A2A Energia","a2a","A2A Energia","luce","fisso","A2A Full Luce","000294ESFML01XXA2AFullD260632218","15/06/2026_00:00:00","06/07/2026_23:59:59","0.139","135","pronta_fisso","prezzo fisso domestico leggibile","https://casa.a2aenergia.eu/a2a-full","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","106.851"
"a2a","A2A Energia","a2a","A2A Energia","luce","fisso","A2A Full Luce","000294ESFML01XXA2AFullD260632227","15/06/2026_00:00:00","06/07/2026_23:59:59","0.139","135","pronta_fisso","prezzo fisso domestico leggibile","https://casa.a2aenergia.eu/a2a-full","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","106.851"
"a2a","A2A Energia","a2a","A2A Energia","luce","fisso","A2A Start Luce","000294ESFFL01XXA2AStart260632217","15/06/2026_00:00:00","06/07/2026_23:59:59","","114","scartata","non utilizzabile direttamente","https://casa.a2aenergia.eu/a2a-start","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.886"
"a2a","A2A Energia","a2a","A2A Energia","luce","fisso","A2A Start Luce","000294ESFFL01XXA2AStart260632225","15/06/2026_00:00:00","06/07/2026_23:59:59","","114","scartata","non utilizzabile direttamente","https://casa.a2aenergia.eu/a2a-start","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.886"
"a2a","A2A Energia","a2a","A2A Energia","luce","fisso","A2A Start Luce","000294ESFML01XXA2AStart260632217","15/06/2026_00:00:00","06/07/2026_23:59:59","0.139","114","pronta_fisso","prezzo fisso domestico leggibile","https://casa.a2aenergia.eu/a2a-start","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","106.872"
"a2a","A2A Energia","a2a","A2A Energia","luce","fisso","A2A Start Luce","000294ESFML01XXA2AStart260632225","15/06/2026_00:00:00","06/07/2026_23:59:59","0.139","114","pronta_fisso","prezzo fisso domestico leggibile","https://casa.a2aenergia.eu/a2a-start","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","106.872"
"acea","Acea Energia","acea","Acea Energia","gas","fisso","Acea Energia Fix","000774GSFML01XXRT4D4027760000000","14/05/2026_00:00:00","02/07/2026_23:59:59","0.52","90","pronta_fisso","prezzo fisso domestico leggibile","https://www.aceaenergia.it/offerte-casa/acea-energia-fix#gas","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","105.858"
"acea","Acea Energia","acea","Acea Energia","gas","variabile","Acea Energia Flex Casa","000774GSVML01XXRT4D4027900000000","04/06/2026_00:00:00","30/09/2026_23:59:59","0.148","108","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.aceaenergia.it/elenco-offerte","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","85.877"
"acea","Acea Energia","acea","Acea Energia","gas","variabile","Acea Energia Sprint","000774GSVML01XXRT3D4027910000000","04/06/2026_00:00:00","30/09/2026_23:59:59","0.0815","156","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.aceaenergia.it/offerte-business/acea-energia-sprint-business#gas","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","5.836"
"acea","Acea Energia","acea","Acea Energia","gas","variabile","Acea Energia Sprint","000774GSVML01XXRT4D4027890000000","04/06/2026_00:00:00","30/09/2026_23:59:59","0.075","120","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.aceaenergia.it/elenco-offerte","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","85.873"
"acea","Acea Energia","acea","Acea Energia","gas","variabile","Acea Energia Sprint Web","000774GSVML01XXRT4D4027880000000","04/06/2026_00:00:00","30/09/2026_23:59:59","0.043","96","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.aceaenergia.it/offerte-casa/acea-energia-sprint-web#gas","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","85.900"
"acea","Acea Energia","acea","Acea Energia","gas","variabile","Acea Energia Trend 12","000774GSVML01XXRT4D4027990000000","04/06/2026_00:00:00","30/09/2026_23:59:59","0.05","111","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.aceaenergia.it/elenco-offerte","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","85.884"
"acea","Acea Energia","acea","Acea Energia","gas","variabile","Acea Energia Trend 24","000774GSVML01XXRT4D4028000000000","04/06/2026_00:00:00","30/09/2026_23:59:59","0.182","120","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.aceaenergia.it/elenco-offerte","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","85.862"
"acea","Acea Energia","aceapinerolese-energia","Aceapinerolese Energia","gas","variabile","ACEA GAS SOLUZIONE SEMPLICE 02_26","000694GSVML01XXSOLUZIONEGAS0226C","15/05/2026_18:00:00","31/01/2027_23:59:59","0.19","168","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.aceapinerolese-energia.it/gas-business-smart/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","5.813"
"acea","Acea Energia","aceapinerolese-energia","Aceapinerolese Energia","gas","variabile","ACEA GAS SOLUZIONE SEMPLICE 02_26","000694GSVML01XXSOLUZIONEGAS0226D","15/05/2026_18:00:00","31/01/2027_23:59:59","0.19","144","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.aceapinerolese-energia.it/gas-casa-soluzione-semplice/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","85.837"
"acea","Acea Energia","aceapinerolese-energia","Aceapinerolese Energia","gas","variabile","GAS SOLUZIONE SEMPLICE 02_26","000694GSVML01XXSOLUZIONEGAS0226A","15/05/2026_18:00:00","31/01/2027_23:59:59","0.19","168","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.aceapinerolese-energia.it/gas-business-smart/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","5.813"
"acea","Acea Energia","acea","Acea Energia","luce","fisso","Acea Energia Fix","000774ESFFL01XXRT4D4027760000000","14/05/2026_00:00:00","02/07/2026_23:59:59","","90","scartata","non utilizzabile direttamente","https://www.aceaenergia.it/offerte-casa/acea-energia-fix#luce","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.910"
"acea","Acea Energia","acea","Acea Energia","luce","fisso","Acea Energia Fix","000774ESFML01XXRT4D4027760000000","14/05/2026_00:00:00","02/07/2026_23:59:59","0.125","90","pronta_fisso","prezzo fisso domestico leggibile","https://www.aceaenergia.it/offerte-casa/acea-energia-fix#luce","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","106.897"
"acea","Acea Energia","acea","Acea Energia","luce","variabile","Acea Energia Flex Casa","000774ESVFL01XXRT4D4027900000000","04/06/2026_10:00:00","30/09/2026_23:59:59","0.0305","108","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.aceaenergia.it/elenco-offerte","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.889"
"acea","Acea Energia","acea","Acea Energia","luce","variabile","Acea Energia Flex Casa","000774ESVML01XXRT4D4027900000000","04/06/2026_10:00:00","30/09/2026_23:59:59","0.0305","108","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.aceaenergia.it/elenco-offerte","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.889"
"acea","Acea Energia","acea","Acea Energia","luce","variabile","Acea Energia Sprint","000774ESVFL01XXRT3D4027910000000","04/06/2026_00:00:00","30/09/2026_23:59:59","0.0164","156","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.aceaenergia.it/offerte-business/acea-energia-sprint-business#luce","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.842"
"acea","Acea Energia","acea","Acea Energia","luce","variabile","Acea Energia Sprint","000774ESVFL01XXRT4D4027890000000","04/06/2026_10:00:00","30/09/2026_23:59:59","0.0142","120","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.aceaenergia.it/elenco-offerte","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.879"
"acea","Acea Energia","acea","Acea Energia","luce","variabile","Acea Energia Sprint","000774ESVML01XXRT3D4027910000000","04/06/2026_00:00:00","30/09/2026_23:59:59","0.0164","156","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.aceaenergia.it/offerte-business/acea-energia-sprint-business#luce","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.842"
"acea","Acea Energia","acea","Acea Energia","luce","variabile","Acea Energia Sprint","000774ESVML01XXRT4D4027890000000","04/06/2026_10:00:00","30/09/2026_23:59:59","0.0142","120","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.aceaenergia.it/elenco-offerte","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.879"
"acea","Acea Energia","acea","Acea Energia","luce","variabile","Acea Energia Sprint Web","000774ESVFL01XXRT4D4027880000000","04/06/2026_10:00:00","30/09/2026_23:59:59","0.007","96","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.aceaenergia.it/offerte-casa/acea-energia-sprint-web#luce","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.903"
"acea","Acea Energia","acea","Acea Energia","luce","variabile","Acea Energia Sprint Web","000774ESVML01XXRT4D4027880000000","04/06/2026_10:00:00","30/09/2026_23:59:59","0.007","96","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.aceaenergia.it/offerte-casa/acea-energia-sprint-web#luce","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.903"
"acea","Acea Energia","acea","Acea Energia","luce","variabile","Acea Energia Trend 12","000774ESVFL01XXRT4D4027990000000","04/06/2026_10:00:00","30/09/2026_23:59:59","0.008","111","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.aceaenergia.it/elenco-offerte","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.888"
"acea","Acea Energia","acea","Acea Energia","luce","variabile","Acea Energia Trend 12","000774ESVML01XXRT4D4027990000000","04/06/2026_10:00:00","30/09/2026_23:59:59","0.008","111","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.aceaenergia.it/elenco-offerte","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.888"
"acea","Acea Energia","acea","Acea Energia","luce","variabile","Acea Energia Trend 24","000774ESVFL01XXRT4D4028000000000","04/06/2026_10:00:00","30/09/2026_23:59:59","0.0384","120","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.aceaenergia.it/elenco-offerte","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.876"
"acea","Acea Energia","acea","Acea Energia","luce","variabile","Acea Energia Trend 24","000774ESVML01XXRT4D4028000000000","04/06/2026_10:00:00","30/09/2026_23:59:59","0.0384","120","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.aceaenergia.it/elenco-offerte","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.876"
"acea","Acea Energia","aceapinerolese-energia","Aceapinerolese Energia","luce","variabile","LUCE BUSINESS SMART","000694ESVFL01XXACEALBUSINESSMART","15/05/2026_18:00:00","30/06/2026_23:59:59","0.0145","168","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.aceapinerolese-energia.it/luce-business-smart/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.831"
"acea","Acea Energia","aceapinerolese-energia","Aceapinerolese Energia","luce","variabile","LUCE CASA INTELLIGENTE","000694ESVFL01XXACEALUCECASAINTEL","15/05/2026_18:30:00","30/06/2026_23:59:59","0.0145","144","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.aceapinerolese-energia.it/luce-casa-intelligente/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.855"
"acea","Acea Energia","aceapinerolese-energia","Aceapinerolese Energia","luce","variabile","LUCE COMMUNITY","000694ESVFL01XXACEALUCECOMMUNDOM","18/05/2026_18:00:00","30/06/2026_23:59:59","0.0145","90","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.aceapinerolese-energia.it/luce-gas-community/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.909"
"acea","Acea Energia","aceapinerolese-energia","Aceapinerolese Energia","luce","variabile","LUCE OVER 75 26_01","000694ESVFL01XXACEALUCEOVER75NEW","18/05/2026_18:00:00","30/06/2026_23:59:59","0.0145","90","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.aceapinerolese-energia.it/luce-gas-over-75/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.909"
"acea","Acea Energia","aceapinerolese-energia","Aceapinerolese Energia","luce","variabile","LUCE SECONDE CASE","000694ESVFL01XXACEALUCESCASE2601","18/05/2026_18:00:00","30/06/2026_23:59:59","0.0145","90","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.aceapinerolese-energia.it/luce-gas-seconde-case/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.909"
"agasco","Agasco","coimepaservizi","Coimepaservizi","gas","variabile","FUTURA GAS COND REV3","000852GSVML03XXFUTURAGASCONDREV3","23/10/2025_23:59:00","31/12/2099_23:59:00","","198","scartata","non utilizzabile direttamente","https://www.coimepaservizi.it","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","5.802"
"agasco","Agasco","orbytaenergy","Orbytaenergy","gas","variabile","PA_GAS_COSMO","044010GSVML01XX0000000PAGASCOSMO","30/04/2026_00:00:00","31/12/2026_23:59:59","0.18","294","scartata","non utilizzabile direttamente","https://www.orbytaenergy.it","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","5.688"
"alperia","Alperia","alperia","Alperia","gas","variabile","Alperia Gas Condoindex Sciliar","000368GSVML01XX2865040X260401XVE","01/04/2026_00:00:00","10/07/2026_23:59:59","","102","scartata","non utilizzabile direttamente","https://www.alperia.eu","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","5.898"
"alperia","Alperia","alperia","Alperia","gas","variabile","Alperia Gas Free","000368GSVML01XX2745006X260401XVE","01/04/2026_00:00:00","10/07/2026_23:59:59","","90","scartata","non utilizzabile direttamente","https://www.alperia.eu/offerta/alperia-gas-free?partner=PO","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","5.910"
"alperia","Alperia","alperia","Alperia","gas","variabile","Alperia Gas Home Digital","000368GSVML01XX2765018X260401XVE","01/04/2026_00:00:00","10/07/2026_23:59:59","","108","scartata","non utilizzabile direttamente","https://www.alperia.eu/offerta/alperia-gas-home-digital?partner=PO","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","5.892"
"alperia","Alperia","alperia","Alperia","gas","variabile","Alperia Gas Home Promo","000368GSVML01XX2875038X260401XVE","01/04/2026_00:00:00","10/07/2026_23:59:59","","0","scartata","non utilizzabile direttamente","https://www.alperia.eu/offerta/alperia-gas-home-promo?partner=PO","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.000"
"alperia","Alperia","alperia","Alperia","gas","variabile","Alperia Gas Home Pure","000368GSVML01XX2805013X260401XVE","01/04/2026_00:00:00","10/07/2026_23:59:59","","90","scartata","non utilizzabile direttamente","https://www.alperia.eu/offerta/alperia-gas-home-pure?partner=PO","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","5.910"
"alperia","Alperia","alperia","Alperia","gas","variabile","Alperia Gas Home Standard","000368GSVML01XX2815015X260401XVE","01/04/2026_00:00:00","10/07/2026_23:59:59","","108","scartata","non utilizzabile direttamente","https://www.alperia.eu","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","5.892"
"alperia","Alperia","alperia","Alperia","gas","variabile","Alperia Gas Home Start","000368GSVML01XX2825016X260401XVE","01/04/2026_00:00:00","10/07/2026_23:59:59","","72","scartata","non utilizzabile direttamente","https://www.alperia.eu","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","5.928"
"alperia","Alperia","alperia","Alperia","gas","variabile","Alperia Gas Index Business","000368GSVML01XX2905036X260401XVE","01/04/2026_00:00:00","10/07/2026_23:59:59","","132","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.alperia.eu","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","5.868"
"alperia","Alperia","alperia","Alperia","gas","variabile","Alperia Gas Index Caldaro","000368GSVML01XX2915032X260401XVE","01/04/2026_00:00:00","10/07/2026_23:59:59","","149","scartata","non utilizzabile direttamente","https://www.alperia.eu","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","5.851"
"alperia","Alperia","alperia","Alperia","gas","variabile","Alperia Gas Index Carezza","000368GSVML01XX2925034X260401XVE","01/04/2026_00:00:00","10/07/2026_23:59:59","","149","scartata","non utilizzabile direttamente","https://www.alperia.eu","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","5.851"
"alperia","Alperia","alperia","Alperia","gas","fisso","Alperia Gas Smile Start","000368GSFML02XX1895452X260611XVE","11/06/2026_00:00:00","10/07/2026_23:59:59","0.45","144","pronta_fisso","prezzo fisso domestico leggibile","https://www.alperia.eu/offerta/alperia-gas-smile-start","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","105.811"
"alperia","Alperia","alperia","Alperia","luce","fisso","Alperia Direct Alto Adige","000368ESFML01XX3835448X260511XVE","19/05/2026_11:15:00","10/07/2026_23:59:59","0.10494","86.2","pronta_fisso","prezzo fisso domestico leggibile","https://www.alperia.eu/offerta/alperia-direct-alto-adige","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","106.903"
"alperia","Alperia","alperia","Alperia","luce","variabile","Alperia Free","000368ESVOL01XX3095053X260401XVE","12/05/2026_17:05:00","10/07/2026_23:59:59","0.011","66.2","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.alperia.eu/offerta/alperia-free","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.933"
"alperia","Alperia","alperia","Alperia","luce","variabile","Alperia Free Welcome","000368ESVOL01XX3105054X260401XVE","12/05/2026_17:10:00","10/07/2026_23:59:59","0.011","0","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.alperia.eu/offerta/alperia-free-welcome","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.999"
"alperia","Alperia","alperia","Alperia","luce","variabile","Alperia Home Clear","000368ESVOL01XX3275021X260401XVE","14/05/2026_00:00:00","10/07/2026_23:59:59","0","181.2","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.alperia.eu/offerta/alperia-home-clear","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.819"
"alperia","Alperia","alperia","Alperia","luce","variabile","Alperia Home Digital","000368ESVOL01XX3255033X260401XVE","14/05/2026_00:00:00","10/07/2026_23:59:59","0.011","109.2","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.alperia.eu/offerta/alperia-home-digital","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.890"
"alperia","Alperia","alperia","Alperia","luce","variabile","Alperia Home Plus","000368ESVOL01XX3055049X260401XVE","14/05/2026_00:00:00","10/07/2026_23:59:59","0.0297","157.2","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.alperia.eu/offerta/alperia-home-plus","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.840"
"alperia","Alperia","alperia","Alperia","luce","variabile","Alperia Home Pro","000368ESVOL01XX3265011X260401XVE","12/05/2026_16:40:00","10/07/2026_23:59:59","0.0264","121.2","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.alperia.eu/offerta/alperia-home-pro","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.876"
"alperia","Alperia","alperia","Alperia","luce","variabile","Alperia Home Pure","000368ESVOL01XX3305028X260401XVE","14/05/2026_00:00:00","10/07/2026_23:59:59","0","145.2","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.alperia.eu/offerta/alperia-home-pure","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.855"
"alperia","Alperia","alperia","Alperia","luce","variabile","Alperia Home Standard","000368ESVOL01XX3295026X260401XVE","14/05/2026_00:00:00","10/07/2026_23:59:59","0.01485","109.2","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.alperia.eu/offerta/alperia-home-standard","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.889"
"alperia","Alperia","alperia","Alperia","luce","variabile","Alperia Home Start","000368ESVOL01XX3285023X260401XVE","14/05/2026_00:00:00","10/07/2026_23:59:59","0.0297","73.2","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.alperia.eu/offerta/alperia-home-start","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.924"
"alperia","Alperia","alperia","Alperia","luce","variabile","Alperia Power Condoindex Sciliar","000368ESVOL01XX3155068X260401XVE","03/04/2026_00:00:00","10/07/2026_23:59:59","","60","scartata","non utilizzabile direttamente","https://www.alperia.eu/offerta/alperia-power-condoindex-sciliar","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.940"
"alperia","Alperia","alperia","Alperia","luce","fisso","Alperia Power Fix Caldaro","000368ESFFL03XX3325076X260611XVE","11/06/2026_00:00:00","10/07/2026_23:59:59","","189","scartata","non utilizzabile direttamente","https://www.alperia.eu/offerta/alperia-power-fix-caldaro","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.811"
"alperia","Alperia","alperia","Alperia","luce","variabile","Alperia Power Index Business","000368ESVOL01XX3115062X260401XVE","03/04/2026_00:00:00","10/07/2026_23:59:59","","149","scartata","non utilizzabile direttamente; fuori perimetro domestico: business","https://www.alperia.eu/offerta/alperia-power-index-busines","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.851"
"alperia","Alperia","alperia","Alperia","luce","variabile","Alperia Power Index Caldaro","000368ESVOL01XX3185057X260401XVE","03/04/2026_00:00:00","10/07/2026_23:59:59","","149","scartata","non utilizzabile direttamente","https://www.alperia.eu/offerta/alperia-power-index-caldaro","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.851"
"alperia","Alperia","alperia","Alperia","luce","variabile","Alperia Power Index Carezza","000368ESVOL01XX3195058X260401XVE","03/04/2026_00:00:00","10/07/2026_23:59:59","","149","scartata","non utilizzabile direttamente","https://www.alperia.eu/offerta/alperia-power-index-carezza","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.851"
"alperia","Alperia","alperia","Alperia","luce","fisso","Alperia Smile Clear","000368ESFML01XX3395080X260611XVE","11/06/2026_00:00:00","10/07/2026_23:59:59","0.1386","145.2","pronta_fisso","prezzo fisso domestico leggibile","https://www.alperia.eu/offerta/alperia-smile-clear","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","106.841"
"alperia","Alperia","alperia","Alperia","luce","fisso","Alperia Smile Easy Summer","000368ESFML01XX4085488X260611XVE","11/06/2026_00:00:00","10/07/2026_23:59:59","0.1027","95.4","pronta_fisso","prezzo fisso domestico leggibile","https://www.alperia.eu/offerta/alperia-smile-easy-summer","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","106.894"
"alperia","Alperia","alperia","Alperia","luce","fisso","Alperia Smile Safety","000368ESFML02XX3385081X260611XVE","11/06/2026_00:00:00","10/07/2026_23:59:59","0.1397","97.2","pronta_fisso","prezzo fisso domestico leggibile","https://www.alperia.eu/offerta/alperia-smile-safety","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","106.889"
"alperia","Alperia","alperia","Alperia","luce","variabile","Alperia TerzoTempo","000368ESVOL01XX3235017X260401XVE","14/05/2026_00:00:00","10/07/2026_23:59:59","0.011","121.2","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.alperia.eu/offerta/alperia-terzotempo","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.878"
"amga","Amga","amga","Amga","gas","variabile","PSV Casa","000867GSVML01XXINDXPSVCASA042026","06/06/2026_00:00:00","30/06/2026_23:59:59","0.08","120","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.amgasbarisrl.com/offerta/psv-casa/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","85.872"
"amga","Amga","amga","Amga","gas","variabile","PSV lavoro","000867GSVML01XXINDEXPSVLAV042026","06/06/2026_00:00:00","30/06/2026_23:59:59","0.08","180","scartata","non utilizzabile direttamente","https://www.amgasbarisrl.com/offerta/psv-lavoro/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","5.812"
"amga","Amga","amga","Amga","luce","variabile","Lux “casa”","000867ESVFL01XXTDOMLUXCASA042026","06/06/2026_00:00:00","30/06/2026_23:59:59","0.0066","121.23","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.amgasbarisrl.com/offerta/smart-casa/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.878"
"amga","Amga","amga","Amga","luce","variabile","LUX “lavoro”","000867ESVFL01XXAULUXLAVORO042026","06/06/2026_00:00:00","30/06/2026_23:59:59","0.0066","180","scartata","non utilizzabile direttamente","https://www.amgasbarisrl.com/offerta/offerta-smart-lavoro/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","6.819"
"amga","Amga","amga","Amga","luce","variabile","Lux ""Vulnerabili""","000867ESVFL01XXTDOMLUXVULN042026","06/06/2026_00:00:00","30/06/2026_23:59:59","0.0066","61.23","richiede_indice_pun_psv","serve formula indice + spread e PUN/PSV valorizzati","https://www.amgasbarisrl.com/offerta/lux-vulnerabili/","Portale Offerte ARERA/Acquirente Unico Open Data 25/06/2026","86.938"
